GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AD38E001,AD38E002,AD38E003,AD38E004,AD38E005,AD39E001,AD39E002,AD39E003,AD39E004,AD39E005,AD39E006,AD4AE001,AD4AE002,AD4AE003,AD4AE004,AD4AE005,AD4AE006,AD4BE001,NAME_M,AD38M001,AD38M002,AD38M003,AD38M004,AD38M005,AD39M001,AD39M002,AD39M003,AD39M004,AD39M005,AD39M006,AD4AM001,AD4AM002,AD4AM003,AD4AM004,AD4AM005,AD4AM006,AD4BM001
"G4500330","2011-2015",,,"South Carolina","45","Dillon County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dillon County, South Carolina",10444,21797,35713,60316,109547,5282,15416,28689,47690,95150,148054,2.75,8.02,14.92,24.81,49.50,19.26,0.4718,"Dillon County, South Carolina",1139,2163,2683,2431,12538,1015,1498,2207,3369,5868,13589,0.48,0.61,0.68,0.88,1.82,1.49,0.0191
"G4500350","2011-2015",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dorchester County, South Carolina",23804,43562,67108,101916,163349,12400,33563,55027,82707,155954,248421,3.65,9.88,16.20,24.35,45.92,18.28,0.4249,"Dorchester County, South Carolina",2114,1982,2041,2497,5001,1122,1292,1599,2292,8465,28190,0.30,0.38,0.45,0.54,1.30,1.63,0.0146
"G4500370","2011-2015",,,"South Carolina","45","Edgefield County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgefield County, South Carolina",16275,36108,60202,92092,152776,9152,26639,46832,74825,141595,220711,3.06,8.91,15.66,25.02,47.35,18.45,0.4481,"Edgefield County, South Carolina",1423,2157,4147,7384,11859,1127,2613,3038,3752,11100,34522,0.35,0.80,0.79,1.00,2.10,2.34,0.0226
"G4500390","2011-2015",,,"South Carolina","45","Fairfield County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfield County, South Carolina",13410,28099,45445,72824,135781,5790,20501,36123,57710,128901,225585,2.33,8.23,14.51,23.17,51.76,22.65,0.4926,"Fairfield County, South Carolina",1718,2393,4314,5585,10623,1442,2250,3174,4230,17010,57355,0.52,0.83,1.18,1.65,3.29,4.37,0.0331
"G4500410","2011-2015",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Florence County, South Carolina",17158,33140,52830,86717,146350,9693,25075,42612,67620,149990,268087,3.29,8.50,14.45,22.92,50.85,22.72,0.4750,"Florence County, South Carolina",783,1165,1402,2185,5733,497,906,1360,1951,6847,23454,0.19,0.34,0.44,0.48,1.17,1.50,0.0127
"G4500430","2011-2015",,,"South Carolina","45","Georgetown County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Georgetown County, South Carolina",17074,33655,55936,90682,168533,9099,24565,43854,70459,159795,281232,2.96,7.98,14.25,22.89,51.92,22.84,0.4877,"Georgetown County, South Carolina",1294,1799,2633,4508,13677,899,1715,2253,2690,7786,24083,0.26,0.47,0.60,0.61,1.37,1.49,0.0141
"G4500450","2011-2015",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville County, South Carolina",20597,39317,63000,101260,183201,11217,29239,50558,79643,175391,304554,3.25,8.45,14.61,23.01,50.68,22.00,0.4730,"Greenville County, South Carolina",425,837,849,1472,4048,369,533,718,1056,4585,14999,0.10,0.16,0.23,0.31,0.63,0.81,0.0063
"G4500470","2011-2015",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenwood County, South Carolina",15374,28954,48308,80689,136047,8650,21906,37773,62221,135217,232797,3.25,8.24,14.21,23.41,50.88,21.90,0.4763,"Greenwood County, South Carolina",1295,1389,2622,3488,6191,720,1175,1680,2720,7778,25045,0.26,0.39,0.50,0.70,1.42,1.75,0.0145
"G4500490","2011-2015",,,"South Carolina","45","Hampton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampton County, South Carolina",13884,26174,40433,67305,115693,8530,20055,32169,54164,122795,228625,3.59,8.44,13.53,22.79,51.66,24.04,0.4810,"Hampton County, South Carolina",1244,1996,3750,5471,7644,903,1587,2189,3254,19147,69151,0.38,0.88,1.17,1.83,3.87,5.39,0.0391
"G4500510","2011-2015",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Horry County, South Carolina",19308,35232,52841,80560,142187,10843,27005,43536,65396,137054,238378,3.83,9.51,15.34,23.04,48.28,20.99,0.4435,"Horry County, South Carolina",668,721,1031,1684,4170,425,636,867,1090,4548,14384,0.16,0.22,0.28,0.31,0.80,0.96,0.0087
"G4500530","2011-2015",,,"South Carolina","45","Jasper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, South Carolina",16110,30621,42552,69233,123728,9113,23266,37047,53120,107094,163746,3.99,10.13,16.13,23.13,46.63,17.82,0.4205,"Jasper County, South Carolina",1765,3149,3007,8713,19858,1637,2615,2520,4831,8070,16737,0.62,0.80,0.67,1.12,1.87,1.54,0.0207
"G4500550","2011-2015",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kershaw County, South Carolina",19583,34072,55952,84592,134295,10245,26316,44125,68934,131282,212432,3.65,9.37,15.71,24.54,46.74,18.91,0.4351,"Kershaw County, South Carolina",1543,1968,2093,4572,10209,1265,1494,2232,2476,7163,22014,0.40,0.43,0.54,0.66,1.34,1.49,0.0151
"G4500570","2011-2015",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, South Carolina",17959,35775,54397,87326,152286,9524,26707,44218,69470,140796,225950,3.28,9.19,15.21,23.90,48.43,19.43,0.4511,"Lancaster County, South Carolina",1412,1414,2514,3423,3042,882,1373,1576,2533,9932,33171,0.31,0.49,0.57,0.78,1.77,2.22,0.0190
"G4500590","2011-2015",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurens County, South Carolina",17799,29953,47338,76445,125277,9786,23042,38318,60487,121702,208937,3.86,9.10,15.13,23.88,48.04,20.62,0.4460,"Laurens County, South Carolina",867,1468,1915,2704,5319,819,989,1548,2184,10807,41126,0.32,0.45,0.76,1.16,2.32,3.24,0.0235
"G4500610","2011-2015",,,"South Carolina","45","Lee County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, South Carolina",13405,23284,40377,65562,115137,7109,18154,31001,50753,107107,176855,3.32,8.48,14.48,23.70,50.02,20.65,0.4672,"Lee County, South Carolina",1759,1666,3080,5382,15313,1114,1449,2462,3236,11433,38986,0.52,0.71,1.00,1.41,2.87,3.61,0.0293
"G4500630","2011-2015",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lexington County, South Carolina",23860,43303,66078,100746,169100,13023,33366,54232,81650,160371,265457,3.80,9.74,15.83,23.83,46.80,19.37,0.4310,"Lexington County, South Carolina",644,1019,1191,2096,5462,490,763,924,1448,4291,12891,0.13,0.21,0.21,0.31,0.61,0.72,0.0065
"G4500650","2011-2015",,,"South Carolina","45","McCormick County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"McCormick County, South Carolina",15811,30070,49409,73227,152089,8159,22909,39059,61372,137500,245681,3.03,8.52,14.52,22.81,51.12,22.83,0.4782,"McCormick County, South Carolina",1933,2986,4495,8740,19525,1886,2667,3740,3756,19116,59930,0.71,0.96,1.28,1.54,3.57,4.23,0.0381
"G4500670","2011-2015",,,"South Carolina","45","Marion County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, South Carolina",12453,23760,38190,65741,121569,6338,17204,30378,50917,114111,196437,2.89,7.86,13.87,23.26,52.12,22.43,0.4924,"Marion County, South Carolina",1227,1957,2033,3900,9228,1027,1494,1905,2961,18175,66549,0.53,0.81,1.19,1.89,3.94,5.76,0.0415
"G4500690","2011-2015",,,"South Carolina","45","Marlboro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marlboro County, South Carolina",12052,23559,38597,63266,111031,6822,17495,30797,49696,104298,171044,3.26,8.37,14.73,23.77,49.88,20.45,0.4668,"Marlboro County, South Carolina",1065,1628,2253,4465,6637,797,1423,2050,3320,10039,30280,0.37,0.63,0.87,1.22,2.36,2.75,0.0231
"G4500710","2011-2015",,,"South Carolina","45","Newberry County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Newberry County, South Carolina",19384,32032,51852,82749,139583,9686,25613,41114,65225,126770,193754,3.61,9.54,15.32,24.30,47.23,18.05,0.4360,"Newberry County, South Carolina",2193,1568,1826,3229,13348,1228,1235,2048,2801,6742,18630,0.44,0.48,0.56,0.68,1.35,1.41,0.0150
"G4500730","2011-2015",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Oconee County, South Carolina",18173,31905,52406,81763,160956,10608,24903,41513,66064,153374,287301,3.59,8.40,14.00,22.28,51.73,24.23,0.4804,"Oconee County, South Carolina",1158,1060,2109,2106,11190,760,1056,1708,1957,14550,48592,0.27,0.48,0.79,1.04,2.29,2.95,0.0232
"G4500750","2011-2015",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Orangeburg County, South Carolina",12395,27124,43069,68914,123254,5516,19495,34484,54866,113303,182613,2.44,8.56,15.14,24.10,49.76,20.05,0.4730,"Orangeburg County, South Carolina",826,888,1638,2457,3899,571,949,1109,1861,5688,18031,0.25,0.43,0.46,0.60,1.30,1.56,0.0144
"G4500770","2011-2015",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pickens County, South Carolina",17279,31796,51270,82838,144204,9198,24273,41500,65580,133192,215060,3.36,8.87,15.16,23.96,48.66,19.64,0.4537,"Pickens County, South Carolina",1104,1216,1654,2365,6731,714,1030,1413,1986,5632,16770,0.23,0.30,0.42,0.48,1.01,1.17,0.0107
"G4500790","2011-2015",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, South Carolina",20792,38667,61155,97802,172201,10779,29275,49075,77664,164624,281313,3.25,8.83,14.81,23.43,49.67,21.22,0.4635,"Richland County, South Carolina",516,985,1148,1758,5779,421,635,980,1170,3703,11095,0.13,0.17,0.26,0.26,0.59,0.62,0.0061
"G4500810","2011-2015",,,"South Carolina","45","Saluda County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saluda County, South Carolina",15190,30382,48772,80113,135405,7198,23645,39024,62463,126498,208629,2.78,9.14,15.08,24.13,48.87,20.15,0.4610,"Saluda County, South Carolina",2372,2509,4450,4920,11576,1331,2394,3403,4674,12626,38066,0.48,0.79,0.97,1.28,2.59,2.85,0.0266
"G4500830","2011-2015",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Spartanburg County, South Carolina",18636,34938,55104,86580,146767,10460,26481,44287,69638,139806,228018,3.60,9.11,15.24,23.96,48.10,19.61,0.4464,"Spartanburg County, South Carolina",687,930,1370,1689,4748,452,784,1021,1448,4261,13070,0.14,0.22,0.26,0.33,0.74,0.87,0.0078
"G4500850","2011-2015",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumter County, South Carolina",18035,33058,51026,79697,134313,9729,25739,41569,63990,126453,205840,3.64,9.62,15.54,23.92,47.28,19.24,0.4367,"Sumter County, South Carolina",1334,1618,1583,2647,5192,746,1089,1497,2131,6887,22914,0.26,0.38,0.46,0.59,1.29,1.64,0.0140
"G4500870","2011-2015",,,"South Carolina","45","Union County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, South Carolina",14705,25635,43323,69399,118853,7954,19972,33946,54761,108806,171298,3.53,8.86,15.06,24.29,48.26,19.00,0.4499,"Union County, South Carolina",1271,1740,2485,2671,6515,973,1268,2176,2940,7999,25385,0.45,0.59,0.77,0.90,2.10,2.32,0.0226
"G4500890","2011-2015",,,"South Carolina","45","Williamsburg County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamsburg County, South Carolina",11387,20543,38182,61890,116497,5939,15425,28689,48777,110782,198966,2.83,7.36,13.69,23.27,52.85,23.73,0.5027,"Williamsburg County, South Carolina",815,1814,2079,2847,8989,906,947,1916,2021,11273,40805,0.43,0.50,0.92,1.31,2.65,3.64,0.0269
"G4500910","2011-2015",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, South Carolina",22489,42818,67549,107691,185122,12184,32594,54607,85969,177664,296959,3.36,8.98,15.04,23.68,48.94,20.45,0.4560,"York County, South Carolina",960,1185,1544,2485,7920,609,917,1199,1625,6820,22830,0.17,0.24,0.30,0.43,0.88,1.16,0.0094
"G4600030","2011-2015",,,"South Dakota","46","Aurora County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Aurora County, South Dakota",22538,41167,55250,84650,136125,15418,32100,48842,68009,143372,258521,5.01,10.43,15.87,22.10,46.59,21.00,0.4127,"Aurora County, South Dakota",2058,3705,3580,9085,8742,1356,3189,2725,5417,19984,71592,0.53,1.11,1.17,1.69,3.83,4.73,0.0410
"G4600050","2011-2015",,,"South Dakota","46","Beadle County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Beadle County, South Dakota",20298,35638,57737,89366,141668,12583,27594,46468,71665,135084,218380,4.29,9.41,15.84,24.43,46.04,18.61,0.4233,"Beadle County, South Dakota",2526,2988,2772,5429,7164,1699,2222,2992,3809,11605,35563,0.57,0.73,0.83,0.91,2.14,2.34,0.0245
"G4600070","2011-2015",,,"South Dakota","46","Bennett County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bennett County, South Dakota",19097,33627,50338,72188,121354,10096,26280,42558,60749,132993,243206,3.70,9.64,15.61,22.28,48.77,22.30,0.4472,"Bennett County, South Dakota",3035,3069,3227,7317,19144,2137,3279,4240,4841,38642,132271,0.84,1.62,2.21,3.01,6.99,9.01,0.0697
"G4600090","2011-2015",,,"South Dakota","46","Bon Homme County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bon Homme County, South Dakota",19654,35331,56587,87969,142500,11707,28399,45436,70267,149522,260904,3.83,9.30,14.88,23.01,48.97,21.36,0.4500,"Bon Homme County, South Dakota",3741,2546,3409,6344,13336,1464,2406,3187,3724,19925,71897,0.51,0.92,1.26,1.45,3.54,4.65,0.0378
"G4600110","2011-2015",,,"South Dakota","46","Brookings County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brookings County, South Dakota",21278,39920,59091,93750,157696,13084,30135,49522,75158,161635,293442,3.97,9.14,15.03,22.81,49.05,22.26,0.4508,"Brookings County, South Dakota",1320,2603,2311,4781,16214,1223,1825,2039,3251,19266,67345,0.44,0.75,0.97,1.23,2.99,3.87,0.0317
"G4600130","2011-2015",,,"South Dakota","46","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, South Dakota",23757,43698,65783,95874,163673,14153,33283,53753,79407,157451,274789,4.19,9.85,15.90,23.49,46.58,20.32,0.4253,"Brown County, South Dakota",1708,2670,2969,3193,20728,1182,1708,2559,2629,11900,36701,0.35,0.50,0.75,0.77,1.89,2.03,0.0194
"G4600150","2011-2015",,,"South Dakota","46","Brule County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brule County, South Dakota",24322,40365,58820,80583,145542,13249,31901,49247,68368,133930,236379,4.47,10.75,16.60,23.04,45.14,19.92,0.4064,"Brule County, South Dakota",3054,2992,3632,6897,32672,3379,3429,3617,4195,18746,53915,0.96,0.91,1.06,1.28,3.04,3.30,0.0341
"G4600170","2011-2015",,,"South Dakota","46","Buffalo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Buffalo County, South Dakota",12108,24778,41381,62952,110850,7274,17813,32144,52703,90770,132955,3.62,8.88,16.02,26.26,45.23,16.56,0.4284,"Buffalo County, South Dakota",1685,5711,6991,4614,20531,1686,3363,4847,5750,10253,15916,0.72,1.24,1.40,1.60,2.90,1.88,0.0299
"G4600190","2011-2015",,,"South Dakota","46","Butte County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, South Dakota",17593,32265,53471,80183,140675,10903,24968,42829,65975,135395,236454,3.89,8.92,15.29,23.56,48.34,21.11,0.4473,"Butte County, South Dakota",3827,4767,3001,8716,49086,1882,3600,5062,5839,21438,60288,0.66,1.10,1.52,1.69,3.96,3.99,0.0398
"G4600210","2011-2015",,,"South Dakota","46","Campbell County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Campbell County, South Dakota",20056,34438,58143,89400,184681,12288,27446,44821,73136,218691,491876,3.26,7.29,11.91,19.43,58.10,32.67,0.5416,"Campbell County, South Dakota",2841,6810,12295,9986,94527,1753,3843,7943,8575,97995,332165,0.93,2.04,3.39,4.70,10.71,13.78,0.1041
"G4600230","2011-2015",,,"South Dakota","46","Charles Mix County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles Mix County, South Dakota",16762,33380,52446,86208,146558,8721,25165,43147,67090,141677,233392,3.06,8.80,15.10,23.47,49.57,20.41,0.4630,"Charles Mix County, South Dakota",1841,2549,2320,3556,14134,1009,1868,2326,4041,12063,34898,0.35,0.63,0.76,0.97,2.11,2.29,0.0217
"G4600250","2011-2015",,,"South Dakota","46","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, South Dakota",23565,37676,59619,82577,152875,13348,29091,49185,69883,138456,228693,4.45,9.70,16.40,23.30,46.16,19.06,0.4170,"Clark County, South Dakota",2610,7029,4844,11291,15607,2180,2654,4146,3850,12789,32655,0.70,0.72,1.16,0.89,2.45,2.22,0.0266
"G4600270","2011-2015",,,"South Dakota","46","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, South Dakota",13869,28295,44803,84375,153313,8509,20116,36264,63135,138406,221846,3.19,7.55,13.61,23.70,51.95,20.82,0.4880,"Clay County, South Dakota",1613,2882,5796,5796,20257,1399,2984,3141,4828,12949,40044,0.48,0.90,0.91,1.29,2.64,3.13,0.0278
"G4600290","2011-2015",,,"South Dakota","46","Codington County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Codington County, South Dakota",22663,40795,61770,85602,144206,12526,31383,49677,73425,146986,272882,3.99,9.99,15.82,23.38,46.81,21.73,0.4310,"Codington County, South Dakota",1758,2500,3511,5380,21619,1423,2396,2906,2876,17196,61396,0.49,0.83,0.90,1.29,3.00,3.77,0.0321
"G4600310","2011-2015",,,"South Dakota","46","Corson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Corson County, South Dakota",12114,22767,39194,65136,114721,7232,16549,31419,50860,120581,230959,3.19,7.30,13.86,22.44,53.20,25.48,0.5030,"Corson County, South Dakota",1068,2553,2916,3717,13125,759,1429,2692,3121,18764,68160,0.40,0.79,1.49,1.92,4.11,5.68,0.0413
"G4600330","2011-2015",,,"South Dakota","46","Custer County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, South Dakota",23463,42091,62642,96916,182573,12649,33883,52403,80514,158498,270958,3.75,10.03,15.50,23.82,46.90,20.04,0.4321,"Custer County, South Dakota",3444,2837,4826,5055,85332,2971,3326,4143,6579,22484,62449,0.85,1.00,1.06,1.37,3.34,3.41,0.0365
"G4600350","2011-2015",,,"South Dakota","46","Davison County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Davison County, South Dakota",21823,38357,59641,91092,141356,13098,29982,49630,73641,135402,210340,4.34,9.94,16.45,24.40,44.87,17.43,0.4088,"Davison County, South Dakota",1750,4566,4950,6329,6992,1740,2330,3382,4157,10733,32359,0.56,0.71,0.87,1.03,1.98,2.07,0.0215
"G4600370","2011-2015",,,"South Dakota","46","Day County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Day County, South Dakota",15513,28534,47563,77675,146469,8246,21242,38525,59803,155286,309727,2.91,7.50,13.61,21.12,54.85,27.35,0.5156,"Day County, South Dakota",1012,4574,3401,6998,16628,1230,2260,3141,4160,24724,83989,0.45,0.89,1.29,1.68,3.82,5.03,0.0390
"G4600390","2011-2015",,,"South Dakota","46","Deuel County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Deuel County, South Dakota",26205,44951,65136,90521,162368,15741,35310,53551,74689,168926,311147,4.52,10.14,15.38,21.45,48.51,22.34,0.4331,"Deuel County, South Dakota",1643,2688,5262,8351,41450,1805,3044,3995,4741,31537,100773,0.64,1.16,1.40,1.67,4.37,5.24,0.0465
"G4600410","2011-2015",,,"South Dakota","46","Dewey County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dewey County, South Dakota",15733,28155,48565,74167,133750,9400,21872,37757,59289,130802,236689,3.64,8.44,14.57,22.88,50.47,22.83,0.4682,"Dewey County, South Dakota",1409,2734,2451,7029,28852,1003,1593,2899,3303,16574,54291,0.42,0.75,1.18,1.30,3.15,3.87,0.0326
"G4600430","2011-2015",,,"South Dakota","46","Douglas County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, South Dakota",23719,44153,60768,91352,215120,14917,33209,52380,76330,165334,303722,4.36,9.71,15.31,22.31,48.32,22.19,0.4380,"Douglas County, South Dakota",1507,2552,4290,3151,95826,1652,3280,2926,5663,23108,57071,0.51,0.92,1.17,1.47,3.18,3.01,0.0297
"G4600450","2011-2015",,,"South Dakota","46","Edmunds County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Edmunds County, South Dakota",22891,45239,71686,107565,182750,11849,34101,57882,86927,160902,254385,3.37,9.70,16.46,24.72,45.75,18.08,0.4276,"Edmunds County, South Dakota",4838,6637,5348,10178,21950,3468,5127,5772,6590,18908,49359,0.88,1.17,1.15,1.38,2.82,2.69,0.0342
"G4600470","2011-2015",,,"South Dakota","46","Fall River County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fall River County, South Dakota",16637,36085,54634,81932,119706,9220,25429,45600,68429,118143,175119,3.46,9.53,17.09,25.65,44.28,16.41,0.4160,"Fall River County, South Dakota",3099,5570,5793,6965,5678,1949,3598,3668,5538,10345,29929,0.68,1.02,0.89,1.16,2.64,2.46,0.0299
"G4600490","2011-2015",,,"South Dakota","46","Faulk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Faulk County, South Dakota",22038,34800,57056,93500,174354,13843,28980,45145,75818,177525,312331,4.06,8.49,13.23,22.21,52.01,22.88,0.4755,"Faulk County, South Dakota",3057,4098,6002,10494,17278,1708,2580,5851,7584,38239,131663,0.65,1.05,1.76,2.41,5.18,7.00,0.0517
"G4600510","2011-2015",,,"South Dakota","46","Grant County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, South Dakota",25224,40312,58229,78453,145792,13662,33464,49870,67530,144497,259088,4.42,10.83,16.14,21.85,46.76,20.96,0.4163,"Grant County, South Dakota",3867,2928,4536,5621,7376,2510,2601,4115,3814,20316,62238,0.75,0.90,1.20,1.22,3.32,3.75,0.0356
"G4600530","2011-2015",,,"South Dakota","46","Gregory County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gregory County, South Dakota",15428,28561,48333,76912,135875,9671,21135,37596,61915,128710,214838,3.73,8.16,14.51,23.90,49.69,20.74,0.4631,"Gregory County, South Dakota",1674,3694,4800,4321,13420,985,1805,3194,4514,14046,40332,0.38,0.72,0.99,0.99,2.39,2.68,0.0247
"G4600550","2011-2015",,,"South Dakota","46","Haakon County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Haakon County, South Dakota",17813,35608,56833,80500,128854,11208,27400,43006,69465,132549,229480,4.01,9.65,15.15,24.48,46.70,20.21,0.4314,"Haakon County, South Dakota",4786,3883,9802,8392,17444,2182,3965,5473,5188,16215,51610,0.67,1.18,1.47,1.51,3.35,3.66,0.0351
"G4600570","2011-2015",,,"South Dakota","46","Hamlin County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamlin County, South Dakota",30107,49831,66954,100941,165250,19619,40387,57927,81115,158797,258743,5.50,11.28,16.19,22.66,44.37,18.07,0.3842,"Hamlin County, South Dakota",2853,2453,3777,7484,22827,1710,3113,3030,5994,15188,43353,0.44,0.75,0.66,0.99,2.10,2.31,0.0228
"G4600590","2011-2015",,,"South Dakota","46","Hand County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hand County, South Dakota",22841,40167,60786,87222,178750,12908,31239,48537,73846,156861,272028,3.99,9.66,15.01,22.83,48.50,21.03,0.4420,"Hand County, South Dakota",3315,3596,6002,9809,17782,2093,3353,4848,5460,19099,58760,0.69,0.93,1.04,1.26,3.06,3.79,0.0343
"G4600610","2011-2015",,,"South Dakota","46","Hanson County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanson County, South Dakota",30534,51025,72100,97700,156708,16979,40481,60566,85984,161228,282215,4.65,11.08,16.58,23.54,44.14,19.32,0.3962,"Hanson County, South Dakota",5213,3461,7679,5247,19685,2769,4208,4120,5323,26279,84835,0.68,1.05,1.26,1.70,3.78,4.45,0.0389
"G4600630","2011-2015",,,"South Dakota","46","Harding County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harding County, South Dakota",25423,43286,60500,86167,148313,13869,34673,51503,74161,137588,233229,4.45,11.12,16.52,23.79,44.13,18.70,0.3968,"Harding County, South Dakota",2479,3309,8936,4952,54719,2946,4960,4528,6502,22011,61670,0.96,1.61,1.31,1.45,3.91,3.72,0.0449
